Код заказа,Станция старта,Станция финиша,Расчетная дата старта,Плановая дата старта,Время в пути,Мин допустимый объем,Запрошенный объем,Тарифы,Запрошенный тип вагона,Приоритет,Примененный тариф
302640_813833520901_0728,814903,525407,22,22,26,11,11,15063,2001,4,15063
303081_814715648503_0728,845600,651506,22,22,26,2,2,6821,2031,4,6821
304676_817987285801_0728,761104,318609,22,22,26,2,2,35566,2025,4,35566
305114_818936225902_0728,845403,226500,22,22,26,10,10,13697,2001,4,13697
305621_821013933801_0728,837002,931401,22,22,26,2,2,27784,2031,4,27784
305944_822180933801_0728,836103,931401,22,22,26,2,2,27130,2032,4,27130
306493_824122703908_0728,654701,703908,22,22,26,3,3,45527,2088,4,45527
296587_774103926403_0728,874302,931401,22,22,27,2,2,11325,2032,4,11325
304395_817398680509_0728,32406,680509,22,22,27,2,2,62630,2087,4,62630
305784_821678926403_0728,873901,931401,22,22,27,2,2,13883,2018,4,13883
306151_822882934908_0728,850505,931401,22,22,27,2,2,21656,2032,4,21656
306158_822893253207_0728,853005,244208,22,22,27,4,4,10394,2003,4,10394
302258_813045318401_0728,946801,318401,22,22,28,2,2,29160,2011,4,29160
304379_828989547105_0728,769604,547105,22,22,28,2,2,43737,2124,4,43737
304740_829745862305_0728,262403,851809,22,22,28,2,2,84125,2285,4,84125
305474_820345275704_0728,840109,244208,22,22,28,2,2,4115,2032,4,4115
307876_828974275704_0728,844307,244208,22,22,28,2,2,4470,2031,4,4470
302233_821930722203_0728,233400,722203,22,22,28,3,3,59341,2089,3,59341
302636_813827982102_0728,804102,982102,22,22,29,2,2,71169,2257,4,71169
304382_817366981307_0728,801208,981307,22,22,29,2,2,65826,2255,4,65826
303522_815596615500_0728,930305,614206,22,22,31,2,2,17641,2039,4,17641
303957_826368674103_0728,806803,674103,22,22,31,3,3,38280,2087,4,38280
303983_816603704309_0728,280904,704309,22,22,31,2,2,63814,2087,1,63814
302600_813748700308_0728,302304,700308,22,22,32,2,2,49089,2340,1,49089
302648_813852970001_0728,611509,970001,22,22,32,6,6,71023,2032,1,71023
303937_816468982403_0728,623008,982403,22,22,33,3,3,87597,2012,3,87597
303469_826932980605_0728,220504,980605,22,22,33,2,2,77475,2007,1,77475
303952_826928980605_0728,220504,980605,22,22,33,2,2,77475,2005,1,77475
303983_816608722203_0728,280904,722203,22,22,33,2,2,68466,2087,1,68466
305483_826935988306_0728,194901,988306,22,22,33,2,2,74268,2005,1,74268
305484_826939988306_0728,194901,988306,22,22,33,2,2,74268,2007,1,74268
304686_818004722504_0728,290009,722504,22,22,34,4,4,90089,2087,1,90089
303540_815626722203_0728,926403,722203,22,22,35,3,3,75530,2354,4,75530
303544_824469722203_0728,926403,722203,22,22,35,2,2,73460,2102,4,73460
303522_815588984700_0728,930305,984700,22,22,36,2,2,-5440,2039,4,-5440
303879_816303719605_0728,284101,719605,22,22,38,2,2,50307,2089,1,50307
302640_813832400907_0728,814903,400907,22,22,39,3,3,33160,2085,4,33160
303888_816333235904_0728,954704,233345,22,22,39,2,2,16201,2033,4,16201
303919_816402320905_0728,926403,320905,22,22,41,2,2,60895,2087,4,60895
305130_818962970406_0728,803307,931401,22,22,43,2,2,46916,2003,4,46916
301831_811990980003_0728,814903,931401,22,22,48,4,4,73559,2001,4,73559
302201_812941937003_0729,932103,937003,23,23,13,2,2,53514,2039,4,53514
302273_813097644803_0729,657606,644803,23,23,13,2,2,17005,2256,4,17005
303139_830582944702_0729,946801,944702,23,23,13,2,2,8550,2025,4,8550
303933_830578944702_0729,946801,944702,23,23,13,2,2,8550,2025,4,8550
304708_818044644803_0729,635306,644803,23,23,13,2,2,22301,2291,4,22301
305170_830580944702_0729,946801,944702,23,23,13,2,2,8550,2025,4,8550
303546_815646018409_0729,16403,18409,23,23,13,2,2,30015,2002,2,30015
302280_822954806803_0729,781803,806803,23,23,14,2,2,24168,2032,4,24168
303071_814704942105_0729,946801,942105,23,23,14,2,2,25768,2011,4,25768
303964_830572942105_0729,946801,942105,23,23,14,2,2,25768,2011,4,25768
304382_817368770300_0729,801208,770300,23,23,14,2,2,17915,2255,4,17915
302191_830660648908_0729,806708,648908,23,23,15,2,2,31336,2253,4,31336
302191_830663770300_0729,806708,770300,23,23,15,3,3,30558,2253,4,30558
302191_830667828501_0729,806708,828501,23,23,15,4,4,28841,2253,4,28841
303953_823542594500_0729,644708,594500,23,23,15,2,2,40678,2284,4,40678
304387_817379511404_0729,438406,511404,23,23,15,3,3,34176,2031,4,34176
304760_818153220504_0729,250904,220504,23,23,15,2,2,22839,2001,4,22839
304771_818191051905_0729,596309,51905,23,23,15,2,2,48477,2010,4,48477
305157_829857792102_0729,251502,792102,23,23,15,2,2,29181,2254,4,29181
306035_822509892103_0729,850401,892103,23,23,15,2,2,25947,2032,4,25947
306195_823079891401_0729,862502,891401,23,23,15,2,2,19620,2003,4,19620
302661_813885542703_0729,613608,542703,23,23,15,6,6,34911,2030,3,34911
302661_813887221102_0729,613608,221102,23,23,15,2,2,32006,2031,3,32006
305207_819137520901_0729,611602,520901,23,23,15,3,3,48335,2032,3,48335
295685_772290532909_0729,536308,532909,23,23,15,2,2,30435,2003,1,30435
302191_830658243607_0729,806708,243607,23,23,16,2,2,29922,2001,4,29922
303506_815565063006_0729,33409,63006,23,23,16,2,2,27980,2004,4,27980
303965_830557644004_0729,513109,644004,23,23,16,2,2,39895,2010,4,39895
304357_817317657705_0729,526005,657705,23,23,16,2,2,26639,2004,4,26639
306234_823291910000_0729,970001,910000,23,23,16,2,2,33162,2032,4,33162
295565_821947255503_0729,625200,255503,23,23,16,2,2,33195,2039,3,33195
303935_816465262009_0729,610506,262009,23,23,16,3,3,35522,2030,3,35522
305139_818977769407_0729,282002,769407,23,23,16,2,2,44341,2277,3,44341
303091_814750638003_0729,302304,638003,23,23,16,2,2,39807,2256,1,39807
303866_825851244208_0729,817102,244208,23,23,17,2,2,34520,2253,4,34520
303866_825855613608_0729,817102,613608,23,23,17,2,2,29001,2253,4,29001
303965_830558252401_0729,513109,252401,23,23,17,2,2,36179,2010,4,36179
304395_817402581106_0729,32406,581106,23,23,17,2,2,54611,2001,4,54611
303983_816601438506_0729,280904,438506,23,23,17,2,2,24526,2003,1,24526
302191_830671883809_0729,806708,883809,23,23,18,2,2,57727,2001,4,57727
302230_812999883809_0729,800402,883809,23,23,18,2,2,32484,2256,4,32484
302574_813699935506_0729,926403,935506,23,23,18,2,2,63319,2004,4,63319
303543_815634817507_0729,596402,817507,23,23,18,2,2,55282,2038,4,55282
303866_825850840109_0729,817102,840109,23,23,18,2,2,44090,2253,4,44090
303866_825853284101_0729,817102,284101,23,23,18,2,2,32575,2253,4,32575
303919_816400936903_0729,926403,936903,23,23,18,4,4,52881,2087,4,52881
304382_817370285602_0729,801208,285602,23,23,18,2,2,50500,2255,4,50500
304403_817414680509_0729,850308,680509,23,23,18,2,2,32422,2122,4,32422
304766_818164770005_0729,581407,770005,23,23,18,2,2,32063,2010,4,32063
307313_826992800008_0729,43504,800008,23,23,18,2,2,36801,2004,4,36801
301659_811179194507_0729,102901,194507,23,23,19,2,2,47449,2004,4,47449
302191_830665521001_0729,806708,521001,23,23,19,2,2,37864,2253,4,37864
302191_830668010002_0729,806708,10002,23,23,19,2,2,43411,2253,4,43411
303513_825987180504_0729,100001,180504,23,23,19,2,2,32466,2011,4,32466
303956_816503780603_0729,36801,780603,23,23,19,2,2,47749,2005,4,47749
303960_816517770005_0729,434208,770005,23,23,19,2,2,49632,2010,4,49632
304739_818110853109_0729,644606,853109,23,23,19,2,2,52925,2003,4,52925
305194_819122673308_0729,763701,673308,23,23,19,4,4,43248,2116,4,43248
306493_824123673806_0729,654701,673806,23,23,19,2,2,39377,2088,4,39377
307327_826848543301_0729,30701,543301,23,23,19,2,2,42873,2257,4,42873
303861_816259284008_0729,611602,284008,23,23,19,2,2,47068,2284,3,47068
303456_815463516200_0729,290009,516200,23,23,19,4,4,49615,2003,1,49615
304736_827011801208_0729,195800,801208,23,23,19,2,2,55516,2005,1,55516
302201_812940950008_0729,932103,950008,23,23,20,2,2,49858,2039,4,49858
302277_813102775408_0729,924605,775408,23,23,20,2,2,27492,2003,4,27492
303919_816399946801_0729,926403,946801,23,23,20,4,4,46870,2003,4,46870
304323_817268673308_0729,762802,673308,23,23,20,2,2,39412,2096,4,39412
304715_818067074803_0729,652602,74803,23,23,20,2,2,54030,2006,4,54030
305462_820269625605_0729,843408,625605,23,23,20,4,4,20373,2033,4,20373
308302_830603531304_0729,520901,531304,23,23,20,4,4,21739,2010,4,21739
301852_829033770103_0729,525801,770103,23,23,20,7,7,29342,2024,1,29342
308050_829635803307_0729,930004,803307,23,23,20,5,5,58626,2032,1,58626
303129_814824892103_0729,269402,892103,23,23,21,2,2,54478,2038,4,54478
303866_825849033502_0729,817102,33502,23,23,21,2,2,38206,2253,4,38206
305762_821554946208_0729,840109,946208,23,23,21,2,2,36720,2033,4,36720
306153_822885840005_0729,871200,851809,23,23,21,4,4,17261,2004,4,17261
306159_822897840005_0729,871107,851809,23,23,21,3,3,13305,2024,4,13305
306445_824001932902_0729,654701,932902,23,23,21,2,2,42485,2004,4,42485
303983_816607320609_0729,280904,320609,23,23,21,2,2,35857,2087,1,35857
304686_818006320702_0729,290009,320702,23,23,21,4,4,56284,2087,1,56284
304395_817400853109_0729,32406,853109,23,23,22,2,2,43279,2001,4,43279
305154_819014193006_0729,657705,233345,23,23,22,2,2,29512,2291,4,29512
307876_828976860206_0729,844307,851809,23,23,22,2,2,18985,2031,4,18985
305139_818976096605_0729,282002,96605,23,23,22,2,2,41941,2363,3,41941
303493_815546890108_0729,30107,890108,23,23,23,3,3,42873,2030,4,42873
303571_815680805302_0729,843200,804808,23,23,23,3,3,9938,2033,4,9938
304806_818286888004_0729,438302,888004,23,23,23,2,2,73269,2010,4,73269
305099_818908713100_0729,806708,713100,23,23,23,2,2,52071,2337,4,52071
302253_826993890004_0729,193805,890004,23,23,23,3,3,64324,2007,1,64324
303983_816605450605_0729,280904,450605,23,23,23,2,2,27768,2087,1,27768
304722_827005890004_0729,193805,890004,23,23,23,3,3,64324,2005,1,64324
301831_811987648202_0729,814903,651506,23,23,24,4,4,25396,2001,4,25396
302194_812928892103_0729,932103,888004,23,23,24,3,3,7927,2032,4,7927
302688_813945800205_0729,438406,804808,23,23,24,2,2,46188,2010,4,46188
303522_815586840005_0729,930305,851809,23,23,24,2,2,19560,2039,4,19560
303960_816522888004_0729,434208,888004,23,23,24,2,2,69099,2010,4,69099
304730_828549948309_0729,801208,948309,23,23,24,2,2,82821,2290,4,82821
307876_828973890907_0729,844307,888004,23,23,24,2,2,14474,2031,4,14474
303983_816598104801_0729,280904,104801,23,23,24,2,2,37892,2003,1,37892
302624_813797032406_0729,924605,32406,23,23,25,2,2,42211,2003,4,42211
302631_813812933801_0729,846001,931401,23,23,25,2,2,26454,2024,4,26454
304760_818149698606_0729,250904,698606,23,23,25,3,3,42742,2085,4,42742
303120_827006927105_0729,193805,927105,23,23,25,4,4,63274,2005,1,63274
302194_812929937003_0729,932103,937003,23,23,26,3,3,53514,2032,4,53514
305114_818936225902_0729,845403,226500,23,23,26,5,5,13697,2001,4,13697
305621_821013933801_0729,837002,931401,23,23,26,2,2,27784,2031,4,27784
305944_822180933801_0729,836103,931401,23,23,26,2,2,27130,2032,4,27130
306493_824122703908_0729,654701,703908,23,23,26,3,3,45527,2088,4,45527
303983_816609404503_0729,280904,404503,23,23,26,2,2,44555,2087,1,44555
296587_774103926403_0729,874302,931401,23,23,27,2,2,11325,2032,4,11325
303531_815608851207_0729,434602,851809,23,23,27,2,2,59185,2010,4,59185
304378_817358932809_0729,954704,931401,23,23,27,2,2,13362,2033,4,13362
304395_817398680509_0729,32406,680509,23,23,27,2,2,62630,2087,4,62630
305784_821678926403_0729,873901,931401,23,23,27,2,2,13883,2018,4,13883
306151_822882934908_0729,850505,931401,23,23,27,2,2,21656,2032,4,21656
306158_822893253207_0729,853005,244208,23,23,27,3,3,10394,2003,4,10394
307876_828974275704_0729,844307,244208,23,23,28,2,2,4470,2031,4,4470
302233_821930722203_0729,233400,722203,23,23,28,3,3,59341,2089,3,59341
304718_826871547001_0729,290009,547001,23,23,28,2,2,68084,2117,1,68084
307947_829307700100_0729,612003,700100,23,23,28,2,2,57599,2123,1,57599
303547_815647144508_0729,73406,144508,23,23,29,2,2,40370,2086,4,40370
304382_817366981307_0729,801208,981307,23,23,29,2,2,65826,2255,4,65826
303879_816301699308_0729,284101,699308,23,23,30,2,2,55620,2089,1,55620
303983_816603704309_0729,280904,704309,23,23,31,2,2,63814,2087,1,63814
303023_828552289707_0729,815802,318609,23,23,32,2,2,77400,2290,4,77400
302648_813852970001_0729,611509,970001,23,23,32,6,6,71023,2032,1,71023
303937_816468982403_0729,623008,982403,23,23,33,2,2,87597,2012,3,87597
303469_826932980605_0729,220504,980605,23,23,33,2,2,77475,2007,1,77475
303952_826928980605_0729,220504,980605,23,23,33,2,2,77475,2005,1,77475
305483_826935988306_0729,194901,988306,23,23,33,2,2,74268,2005,1,74268
305484_826939988306_0729,194901,988306,23,23,33,2,2,74268,2007,1,74268
302640_813834035508_0729,814903,35508,23,23,34,6,6,17195,2001,4,17195
303544_824469722203_0729,926403,722203,23,23,35,2,2,73460,2102,4,73460
303522_815588984700_0729,930305,984700,23,23,36,2,2,-5440,2039,4,-5440
303888_816333235904_0729,954704,233345,23,23,39,2,2,16201,2033,4,16201
303095_814755991101_0729,954704,931401,23,23,43,2,2,710,2033,4,710
303919_816403130007_0729,926403,130007,23,23,43,2,2,68628,2087,4,68628
305130_818962970406_0729,803307,931401,23,23,43,2,2,46916,2003,4,46916
302201_812941937003_0730,932103,937003,24,24,13,2,2,53514,2039,4,53514
303128_814820880801_0730,891806,880801,24,24,13,2,2,15241,2003,4,15241
303128_814821893708_0730,891806,893708,24,24,13,2,2,15241,2003,4,15241
303139_830582944702_0730,946801,944702,24,24,13,2,2,8550,2025,4,8550
303528_815602952709_0730,953701,952709,24,24,13,2,2,37603,2032,4,37603
303933_830578944702_0730,946801,944702,24,24,13,2,2,8550,2025,4,8550
304708_818044644803_0730,635306,644803,24,24,13,2,2,22301,2291,4,22301
305170_830580944702_0730,946801,944702,24,24,13,2,2,8550,2025,4,8550
303546_815646018409_0730,16403,18409,24,24,13,2,2,30015,2002,2,30015
302280_822954806803_0730,781803,806803,24,24,14,2,2,24168,2032,4,24168
303865_816265270306_0730,260003,270306,24,24,14,2,2,9749,2003,4,9749
305152_819007952709_0730,954704,952709,24,24,14,2,2,42357,2019,4,42357
302269_828701653003_0730,784500,653003,24,24,15,2,2,34503,2011,4,34503
303092_814751954704_0730,950807,954704,24,24,15,2,2,22753,2032,4,22753
303471_815505654504_0730,244208,654504,24,24,15,2,2,30492,2289,4,30492
303543_815641657606_0730,596402,657606,24,24,15,2,2,36286,2038,4,36286
303953_823542594500_0730,644708,594500,24,24,15,2,2,40678,2284,4,40678
304387_817379511404_0730,438406,511404,24,24,15,2,2,34176,2031,4,34176
304760_818153220504_0730,250904,220504,24,24,15,2,2,22839,2001,4,22839
304771_818191051905_0730,596309,51905,24,24,15,2,2,48477,2010,4,48477
305157_829857792102_0730,251502,792102,24,24,15,2,2,29181,2254,4,29181
306035_822509892103_0730,850401,892103,24,24,15,2,2,25947,2032,4,25947
306195_823080882506_0730,862502,882506,24,24,15,2,2,24895,2003,4,24895
307929_829194611509_0730,205608,611509,24,24,15,3,3,41456,2002,4,41456
302661_813885542703_0730,613608,542703,24,24,15,6,6,34911,2030,3,34911
302661_813887221102_0730,613608,221102,24,24,15,2,2,32006,2031,3,32006
304677_817988284101_0730,310109,284101,24,24,15,3,3,9616,2002,3,9616
302291_813121450003_0730,611405,450003,24,24,16,2,2,36664,2115,4,36664
303885_827308850308_0730,803203,850308,24,24,16,3,3,55604,2255,4,55604
303965_830557644004_0730,513109,644004,24,24,16,2,2,39895,2010,4,39895
304363_817333638003_0730,233608,638003,24,24,16,2,2,42381,2002,4,42381
304756_818145946801_0730,933801,946801,24,24,16,6,6,52021,2033,4,52021
305157_829862434509_0730,251502,434509,24,24,16,2,2,28011,2258,4,28011
306234_823291910000_0730,970001,910000,24,24,16,2,2,33162,2032,4,33162
305139_818977769407_0730,282002,769407,24,24,16,2,2,44341,2277,3,44341
303926_816429780302_0730,300709,780302,24,24,16,2,2,46097,2004,1,46097
306771_824934268503_0730,785607,268503,24,24,16,5,5,53609,2004,1,53609
306803_830646617806_0730,243309,617806,24,24,16,11,11,60260,2003,1,60260
303866_825851244208_0730,817102,244208,24,24,17,2,2,34520,2253,4,34520
303866_825855613608_0730,817102,613608,24,24,17,2,2,29001,2253,4,29001
304395_817402581106_0730,32406,581106,24,24,17,2,2,54611,2001,4,54611
306618_824420510401_0730,235707,510401,24,24,17,2,2,41576,2037,4,41576
306556_824227525407_0730,194009,525407,24,24,17,2,2,48993,2254,1,48993
302252_813039535907_0730,196502,535907,24,24,18,2,2,43661,2254,4,43661
302270_813087800205_0730,597706,800205,24,24,18,3,3,22634,2010,4,22634
302574_813699935506_0730,926403,935506,24,24,18,2,2,63319,2004,4,63319
303038_814644522803_0730,264803,522803,24,24,18,2,2,54329,2268,4,54329
303496_815549936903_0730,882506,936903,24,24,18,2,2,66528,2103,4,66528
303866_825850840109_0730,817102,840109,24,24,18,2,2,44090,2253,4,44090
303866_825853284101_0730,817102,284101,24,24,18,2,2,32575,2253,4,32575
303913_816387780800_0730,193805,780800,24,24,18,2,2,45801,2005,4,45801
303919_816400936903_0730,926403,936903,24,24,18,4,4,52881,2087,4,52881
303960_816523280100_0730,434208,280100,24,24,18,2,2,33881,2010,4,33881
304382_817369883809_0730,801208,883809,24,24,18,2,2,48019,2255,4,48019
304382_817370285602_0730,801208,285602,24,24,18,2,2,50500,2255,4,50500
304766_818164770005_0730,581407,770005,24,24,18,2,2,32063,2010,4,32063
306946_825486940006_0730,880002,940006,24,24,18,2,2,55053,2038,4,55053
307313_826992800008_0730,43504,800008,24,24,18,3,3,36801,2004,4,36801
302218_812966780800_0730,198404,780800,24,24,18,3,3,48898,2006,3,48898
303077_830554770005_0730,291707,770005,24,24,18,5,5,55003,2039,1,55003
301659_811179194507_0730,102901,194507,24,24,19,2,2,47449,2004,4,47449
302180_812880696206_0730,800205,696206,24,24,19,2,2,37385,2089,4,37385
302624_813793946801_0730,924605,946801,24,24,19,5,5,44112,2003,4,44112
303513_825987180504_0730,100001,180504,24,24,19,2,2,32466,2011,4,32466
303956_816503780603_0730,36801,780603,24,24,19,2,2,47749,2005,4,47749
303960_816517770005_0730,434208,770005,24,24,19,2,2,49632,2010,4,49632
304739_818110853109_0730,644606,853109,24,24,19,2,2,52925,2003,4,52925
305101_818917523904_0730,760900,523904,24,24,19,2,2,44480,2012,4,44480
305194_819122673308_0730,763701,673308,24,24,19,4,4,43248,2116,4,43248
305213_819143520901_0730,271101,520901,24,24,19,3,3,42211,2279,4,42211
306493_824123673806_0730,654701,673806,24,24,19,2,2,39377,2088,4,39377
306625_824436790408_0730,190008,790408,24,24,19,3,3,57046,2042,4,57046
306773_824936831203_0730,194206,831203,24,24,19,2,2,70884,2012,4,70884
307327_826848543301_0730,30701,543301,24,24,19,2,2,42873,2257,4,42873
303861_816259284008_0730,611602,284008,24,24,19,2,2,47068,2284,3,47068
303456_815463516200_0730,290009,516200,24,24,19,4,4,49615,2003,1,49615
303879_816308528602_0730,284101,528602,24,24,19,2,2,72144,2005,1,72144
302201_812940950008_0730,932103,950008,24,24,20,2,2,49858,2039,4,49858
302277_813102775408_0730,924605,775408,24,24,20,2,2,27492,2003,4,27492
303010_814608840109_0730,248504,840109,24,24,20,2,2,47310,2002,4,47310
303919_816399946801_0730,926403,946801,24,24,20,4,4,46870,2003,4,46870
305462_820269625605_0730,843408,625605,24,24,20,4,4,20373,2033,4,20373
308302_830603531304_0730,520901,531304,24,24,20,4,4,21739,2010,4,21739
301852_829033770103_0730,525801,770103,24,24,20,7,7,29342,2024,1,29342
302667_830133018409_0730,510806,18409,24,24,20,5,5,46664,2004,1,46664
306872_825206943701_0730,972806,943701,24,24,20,6,6,60644,2032,1,60644
303866_825849033502_0730,817102,33502,24,24,21,2,2,38206,2253,4,38206
304693_818020911408_0730,850308,911408,24,24,21,2,2,29098,2005,4,29098
306153_822885840005_0730,871200,851809,24,24,21,4,4,17261,2004,4,17261
306159_822897840005_0730,871107,851809,24,24,21,2,2,13305,2024,4,13305
306445_824001932902_0730,654701,932902,24,24,21,2,2,42485,2004,4,42485
303983_816607320609_0730,280904,320609,24,24,21,2,2,35857,2087,1,35857
